objectid,filename,title,creator,mine,date,description,subject,location,latitude,longitude,source,format original,format,type,identifier,language,rights,rightsstatement
bay_area_punk_flyers_8161_the_farm_sf_club_1986_1_1_1,bay_area_punk_flyers_8161_7_1.jpg,The Farm SF Club flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1986,Punk flyer from The Farm SF Club documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,Potrero Hill San Francisco,37.7496,-122.4066,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-7-1,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
bay_area_punk_flyers_8161_the_farm_sf_club_1986_1_1_2,bay_area_punk_flyers_8161_7_2.jpg,The Farm SF Club flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1986,Punk flyer from The Farm SF Club documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,Potrero Hill San Francisco,37.7496,-122.4066,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-7-2,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
bay_area_punk_flyers_8161_the_farm_sf_club_1986_1_1_3,bay_area_punk_flyers_8161_7_3.jpg,The Farm SF Club flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1986,Punk flyer from The Farm SF Club documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,Potrero Hill San Francisco,37.7496,-122.4066,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-7-3,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
bay_area_punk_flyers_8161_sf_venues_misc_1985_1986_1,bay_area_punk_flyers_8161_14_1.jpg,San Francisco venues flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1985-1986,Punk venue flyer from San Francisco venues documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,"San Francisco, California",37.7749,-122.4194,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-14-1,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
bay_area_punk_flyers_8161_sf_venues_misc_1985_1986_2,bay_area_punk_flyers_8161_14_2.jpg,San Francisco venues flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1985-1986,Punk venue flyer from San Francisco venues documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,"San Francisco, California",37.7749,-122.4194,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-14-2,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_psychotherapy_1991_1992_4_2_4,cometbus_4_8107_box_4_4.jpg,Psychotherapy 1991 1992,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1991-1992,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder psychotherapy_1991_1992_4_2).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; psyhotherapy,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-4,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_135,cometbus_4_8107_box_4_135.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-135,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_136,cometbus_4_8107_box_4_136.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-136,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_137,cometbus_4_8107_box_4_137.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-137,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_138,cometbus_4_8107_box_4_138.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-138,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_139,cometbus_4_8107_box_4_139.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-139,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_140,cometbus_4_8107_box_4_140.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-140,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_141,cometbus_4_8107_box_4_141.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-141,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_142,cometbus_4_8107_box_4_142.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-142,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_143,cometbus_4_8107_box_4_143.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-143,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_144,cometbus_4_8107_box_4_144.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-144,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_145,cometbus_4_8107_box_4_145.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-145,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_146,cometbus_4_8107_box_4_146.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-146,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_147,cometbus_4_8107_box_4_147.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-147,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_148,cometbus_4_8107_box_4_148.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-148,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_149,cometbus_4_8107_box_4_149.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-149,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_150,cometbus_4_8107_box_4_150.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-150,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_151,cometbus_4_8107_box_4_151.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-151,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_152,cometbus_4_8107_box_4_152.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-152,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_153,cometbus_4_8107_box_4_153.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-153,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_154,cometbus_4_8107_box_4_154.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-154,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_155,cometbus_4_8107_box_4_155.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-155,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_156,cometbus_4_8107_box_4_156.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-156,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_157,cometbus_4_8107_box_4_157.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-157,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_158,cometbus_4_8107_box_4_158.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-158,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_bush_sept_24_1986_4_86_160,cometbus_4_8107_box_4_160.jpg,Bush Sept 24 1986,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1986,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder bush_sept_24_1986_4_86).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; bush sept 24,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-160,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_bush_sept_24_1986_4_86_161,cometbus_4_8107_box_4_161.jpg,Bush Sept 24 1986,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1986,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder bush_sept_24_1986_4_86).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; bush sept 24,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-161,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_bush_sept_24_1986_4_86_162,cometbus_4_8107_box_4_162.jpg,Bush Sept 24 1986,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1986,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder bush_sept_24_1986_4_86).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; bush sept 24,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-162,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_bush_sept_24_1986_4_86_163,cometbus_4_8107_box_4_163.jpg,Bush Sept 24 1986,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1986,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder bush_sept_24_1986_4_86).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; bush sept 24,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-163,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
